Stamp,ID
5115110185W22191400683,"177021372711914	"
5115110185W22191400684,"null	"
5115110185W22191400685,"180319907646156	"
5115110185W22191400686,"180319907635319	"
5115110185W22191400687,"195713070144750	"
5115110185W22191400688,"186916977423037	"
5115110185W22191400689,"null	"
5115110185W22191400690,"null	"
5115110185W22191400691,"185817465789214	"
5115110185W22191400692,"192414535525808	"
5115110185W22191400693,"194613558454601	"
5115110185W22191400694,"null	"
5115110185W22191400695,"null	"
5115110185W22191400696,"180319907589311	"
5115110185W22191400697,"null	"
5115110185W22191400698,"null	"
5115110185W22191400699,"null	"
5115110185W22191400700,"null	"
5115110185W22191400701,"null	"
5115110185W22191400702,"null	"
5115110185W22191400703,"195713070069972	"
5115110185W22191400704,"182518930886335	"
5115110185W22191400705,"189116000623455	"
5115110185W22191400706,"null	"
5115110185W22191400707,"null	"
5115110185W22191400708,"null	"
5115110185W22191400709,"null	"
5115110185W22191400710,"null	"
5115110185W22191400711,"null	"
5115110185W22191400712,"null	"
5115110185W22191400713,"null	"
5115110185W22191400714,"null	"
5115110185W22191400715,"null	"
5115110185W22191400716,"null	"
5115110185W22191400717,"null	"
5115110185W22191400718,"175921861136833	"
5115110185W22191400719,"null	"
5115110185W22191400720,"189116000610329	"
5115110185W22191400721,"null	"
5115110185W22191400722,"null	"
5115110185W22191400723,"null	"
5115110185W22191400724,"null	"
5115110185W22191400725,"null	"
5115110185W22191400726,"null	"
5115110185W22191400727,"null	"
5115110185W22191400728,"null	"
5115110185W22191400729,"null	"
5115110185W22191400730,"null	"
5115110185W22191400731,"null	"
5115110185W22191400732,"177021372767320	"
5115110185W22191400733,"null	"
5115110185W22191400734,"null	"
5115110185W22191400735,"null	"
5115110185W22191400736,"null	"
5115110185W22191400737,"null	"
5115110185W22191400738,"null	"
5115110185W22191400739,"null	"
5115110185W22191400740,"null	"
5115110185W22191400741,"null	"
5115110185W22191400742,"null	"
5115110185W22191400743,"178120884337239	"
5115110185W22191400744,"192414535503613	"
5115110185W22191400745,"null	"
5115110185W22191400746,"null	"
5115110185W22191400747,"null	"
5115110185W22191400748,"null	"
5115110185W22191400749,"188016489043155	"
5115110185W22191400750,"null	"
5115110185W22191400751,"197912093413778	"
5115110185W22191400752,"196812581737854	"
5115110185W22191400753,"null	"
5115110185W22191400754,"180319907619140	"
5115110185W22191400755,"184717954143564	"
5115110185W22191400756,"185817465796736	"
5115110185W22191400757,"null	"
5115110185W22191400758,"null	"
5115110185W22191400759,"190215512255284	"
5115110185W22191400760,"null	"
5115110185W22191400761,"null	"
5115110185W22191400762,"null	"
5115110185W22191400763,"null	"
5115110185W22191400764,"193514046808950	"
5115110185W22191400765,"193514046822655	"
5115110185W22191400766,"192414535506300	"
5115110185W22191400767,"196812581803296	"
5115110185W22191400768,"null	"
5115110185W22191400769,"194613558527252	"
5115110185W22191400770,"184717954104940	"
5115110185W22191400771,"null	"
5115110185W22191400772,"null	"
5115110185W22191400773,"null	"
5115110185W22191400774,"null	"
5115110185W22191400775,"null	"
5115110185W22191400776,"183618442480903	"
5115110185W22191400777,"null	"
5115110185W22191400778,"null	"
5115110185W22191400779,"null	"
5115110185W22191400780,"178120884354862	"
5115110185W22191400781,"194613558456317	"
5115110185W22191400782,"null	"
5115110185W22191400783,"null	"
5115110185W22191400784,"null	"
5115110185W22191400785,"null	"
5115110185W22191400786,"null	"
5115110185W22191400787,"null	"
5115110185W22191400788,"188016489016044	"
5115110185W22191400789,"180319907651573	"
5115110185W22191400790,"null	"
5115110185W22191400791,"null	"
5115110185W22191400792,"null	"
5115110185W22191400793,"null	"
5115110185W22191400794,"null	"
5115110185W22191400795,"null	"
5115110185W22191400796,"null	"
5115110185W22191400797,"185817465794451	"
5115110185W22191400798,"180319907658508	"
5115110185W22191400799,"197912093434481	"
5115110185W22191400800,"null	"
5115110185W22191400801,"null	"
5115110185W22191400802,"null	"
5115110185W22191400803,"null	"
5115110185W22191400804,"null	"
5115110185W22191400805,"null	"
5115110185W22191400806,"null	"
5115110185W22191400807,"null	"
5115110185W22191400808,"null	"
5115110185W22191400809,"null	"
5115110185W22191400810,"null	"
5115110185W22191400811,"null	"
5115110185W22191400812,"null	"
5115110185W22191400813,"null	"
5115110185W22191400814,"null	"
5115110185W22191400815,"null	"
5115110185W22191400816,"179220396000968	"
5115110185W22191400817,"null	"
5115110185W22191400818,"null	"
5115110185W22191400819,"null	"
5115110185W22191400820,"null	"
5115110185W22191400821,"null	"
5115110185W22191400822,"null	"
5115110185W22191400823,"null	"
5115110185W22191400824,"null	"
5115110185W22191400825,"null	"
5115110185W22191400826,"null	"
5115110185W22191400827,"null	"
5115110185W22191400828,"null	"
5115110185W22191400829,"null	"
5115110185W22191400830,"null	"
5115110185W22191400831,"null	"
5115110185W22191400832,"null	"
5115110185W22191400833,"null	"
5115110185W22191400834,"null	"
5115110185W22191400835,"null	"
5115110185W22191400836,"null	"
5115110185W22191400837,"179220395955833	"
5115110185W22191400838,"null	"
5115110185W22191400839,"null	"
5115110185W22191400840,"null	"
5115110185W22191400841,"null	"
5115110185W22191400842,"null	"
5115110185W22191400843,"null	"
5115110185W22191400844,"null	"
5115110185W22191400845,"null	"
5115110185W22191400846,"null	"
5115110185W22191400847,"null	"
5115110185W22191400848,"null	"
5115110185W22191400849,"null	"
5115110185W22191400850,"null	"
5115110185W22191400851,"190215512256666	"
5115110185W22191400852,"null	"
5115110185W22191400853,"null	"
5115110185W22191400854,"192414535534615	"
5115110185W22191400855,"null	"
5115110185W22191400856,"null	"
5115110185W22191400857,"null	"
5115110185W22191400858,"188016489006529	"
5115110185W22191400859,"null	"
5115110185W22191400860,"null	"
5115110185W22191400861,"null	"
5115110185W22191400862,"null	"
5115110185W22191400863,"null	"
5115110185W22191400864,"null	"
5115110185W22191400865,"null	"
5115110185W22191400866,"null	"
5115110185W22191400867,"null	"
5115110185W22191400868,"null	"
5115110185W22191400869,"null	"
5115110185W22191400870,"null	"
5115110185W22191400871,"null	"
5115110185W22191400872,"null	"
5115110185W22191400873,"null	"
5115110185W22191400874,"null	"
5115110185W22191400875,"null	"
5115110185W22191400876,"null	"
5115110185W22191400877,"186916977424992	"
5115110185W22191400878,"null	"
5115110185W22191400879,"null	"
5115110185W22191400880,"null	"
5115110185W22191400881,"null	"
5115110185W22191400882,"null	"
5115110185W22191400883,"null	"
5115110185W22191400884,"null	"
5115110185W22191400885,"null	"
5115110185W22191400886,"null	"
5115110185W22191400887,"null	"
5115110185W22191400888,"null	"
5115110185W22191400889,"null	"
5115110185W22191400890,"null	"
5115110185W22191400891,"null	"
5115110185W22191400892,"null	"
5115110185W22191400893,"null	"
5115110185W22191400894,"null	"
5115110185W22191400895,"null	"
5115110185W22191400896,"null	"
5115110185W22191400897,"178120884410616	"
5115110185W22191400898,"null	"
5115110185W22191400899,"null	"
5115110185W22191400900,"null	"
5115110185W22191400901,"179220396034342	"
5115110185W22191400902,"null	"
5115110185W22191400903,"null	"
5115110185W22191400904,"null	"
5115110185W22191400905,"178120884399442	"
5115110185W22191400906,"186916977432723	"
5115110185W22191400907,"null	"
5115110185W22191400908,"184717954106498	"
5115110185W22191400909,"null	"
5115110185W22191400910,"180319907661438	"
5115110185W22191400911,"null	"
5115110185W22191400912,"183618442498921	"
5115110185W22191400913,"null	"
5115110185W22191400914,"null	"
5115110185W22191400915,"null	"
5115110185W22191400916,"null	"
5115110185W22191400917,"null	"
5115110185W22191400918,"185817465767252	"
5115110185W22191400919,"null	"
5115110185W22191400920,"null	"
5115110185W22191400921,"null	"
5115110185W22191400922,"null	"
5115110185W22191400923,"null	"
5115110185W22191400924,"null	"
5115110185W22191400925,"null	"
5115110185W22191400926,"null	"
5115110185W22191400927,"null	"
5115110185W22191400928,"null	"
5115110185W22191400929,"null	"
5115110185W22191400930,"null	"
5115110185W22191400931,"null	"
5115110185W22191400932,"null	"
5115110185W22191400933,"null	"
5115110185W22191400934,"null	"
5115110185W22191400935,"184717954142486	"
5115110185W22191400936,"null	"
5115110185W22191400937,"null	"
5115110185W22191400938,"null	"
5115110185W22191400939,"null	"
5115110185W22191400940,"181419419237940	"
5115110185W22191400941,"null	"
5115110185W22191400942,"null	"
5115110185W22191400943,"null	"
5115110185W22191400944,"null	"
5115110185W22191400945,"null	"
5115110185W22191400946,"null	"
5115110185W22191400947,"null	"
5115110185W22191400948,"null	"
5115110185W22191400949,"194613558515338	"
5115110185W22191400950,"null	"
5115110185W22191400951,"null	"
5115110185W22191400952,"null	"
5115110185W22191400953,"null	"
5115110185W22191400954,"null	"
5115110185W22191400955,"186916977284226	"
5115110185W22191400956,"null	"
5115110185W22191400958,"null	"
5115110185W22191400959,"null	"
5115110185W22191400960,"null	"
5115110185W22191400961,"null	"
5115110185W22191400962,"null	"
5115110185W22191400963,"null	"
5115110185W22191400964,"null	"
5115110185W22191400965,"null	"
5115110185W22191400966,"null	"
5115110185W22191400967,"null	"
5115110185W22191400968,"null	"
5115110185W22191400969,"null	"
5115110185W22191400970,"null	"
5115110185W22191400971,"177021372717456	"
5115110185W22191400972,"null	"
5115110185W22191400973,"178120884370045	"
5115110185W22191400974,"null	"
5115110185W22191400975,"null	"
5115110185W22191400976,"null	"
5115110185W22191400977,"182518930875266	"
5115110185W22191400978,"197912093463158	"
5115110185W22191400979,"null	"
5115110185W22191400980,"null	"
5115110185W22191400981,"null	"
5115110185W22191400982,"null	"
5115110185W22191400983,"null	"
5115110185W22191400984,"null	"
5115110185W22191400985,"null	"
5115110185W22191400986,"null	"
5115110185W22191400987,"null	"
5115110185W22191400988,"null	"
5115110185W22191400989,"null	"
5115110185W22191400990,"null	"
5115110185W22191400991,"186916977460015	"
5115110185W22191400992,"null	"
5115110185W22191400993,"null	"
5115110185W22191400994,"null	"
5115110185W22191400995,"null	"
5115110185W22191400996,"null	"
5115110185W22191400997,"null	"
5115110185W22191400998,"null	"
5115110185W22191400999,"null	"
5115110185W22191401000,"null	"
5115110185W22191401001,"null	"
5115110185W22191401002,"null	"
5115110185W22191401003,"null	"
5115110185W22191401004,"188016489079618	"
5115110185W22191401005,"null	"
5115110185W22191401006,"null	"
5115110185W22191401007,"null	"
5115110185W22191401008,"null	"
5115110185W22191401009,"null	"
5115110185W22191401010,"null	"
5115110185W22191401011,"null	"
5115110185W22191401012,"null	"
5115110185W22191401013,"null	"
5115110185W22191401014,"null	"
5115110185W22191401015,"null	"
5115110185W22191401016,"179220395986252	"
5115110185W22191401017,"189116000601353	"
5115110185W22191401018,"null	"
5115110185W22191401019,"null	"
5115110185W22191401020,"null	"
5115110185W22191401021,"null	"
5115110185W22191401022,"null	"
5115110185W22191401023,"null	"
5115110185W22191401024,"null	"
5115110185W22191401025,"181419419264246	"
5115110185W22191401026,"null	"
5115110185W22191401027,"null	"
5115110185W22191401028,"null	"
5115110185W22191401029,"null	"
5115110185W22191401030,"null	"
5115110185W22191401031,"null	"
5115110185W22191401032,"null	"
5115110185W22191401033,"null	"
5115110185W22191401034,"null	"
5115110185W22191401035,"193514046802127	"
5115110185W22191401036,"null	"
5115110185W22191401037,"null	"
5115110185W22191401038,"184717954102150	"
5115110185W22191401039,"180319907632832	"
5115110185W22191401040,"null	"
5115110185W22191401041,"null	"
5115110185W22191401042,"null	"
5115110185W22191401043,"null	"
5115110185W22191401044,"null	"
5115110185W22191401045,"null	"
5115110185W22191401046,"null	"
5115110185W22191401047,"193514046802156	"
5115110185W22191401048,"null	"
5115110185W22191401049,"null	"
5115110185W22191401050,"null	"
5115110185W22191401051,"null	"
5115110185W22191401052,"null	"
5115110185W22191401053,"null	"
5115110185W22191401054,"null	"
5115110185W22191401055,"null	"
5115110185W22191401056,"null	"
5115110185W22191401057,"null	"
5115110185W22191401058,"null	"
5115110185W22191401059,"null	"
5115110185W22191401060,"null	"
5115110185W22191401061,"null	"
5115110185W22191401062,"null	"
5115110185W22191401063,"192414535467215	"
5115110185W22191401064,"null	"
5115110185W22191401065,"194613558437359	"
5115110185W22191401066,"null	"
5115110185W22191401067,"null	"
5115110185W22191401068,"null	"
5115110185W22191401069,"185817465733218	"
5115110185W22191401070,"null	"
5115110185W22191401071,"null	"
5115110185W22191401072,"null	"
5115110185W22191401073,"null	"
5115110185W22191401074,"null	"
5115110185W22191401075,"null	"
5115110185W22191401076,"null	"
5115110185W22191401077,"null	"
5115110185W22191401078,"183618442473254	"
5115110185W22191401079,"null	"
5115110185W22191401080,"null	"
5115110185W22191401081,"null	"
5115110185W22191401082,"null	"
5115110185W22191401083,"null	"
5115110185W22191401084,"181419419306504	"
5115110185W22191401085,"null	"
5115110185W22191401086,"null	"
5115110185W22191401087,"null	"
5115110185W22191401088,"null	"
5115110185W22191401089,"183618442555692	"
5115110185W22191401090,"null	"
5115110185W22191401091,"null	"
5115110185W22191401092,"178120884416429	"
5115110185W22191401093,"177021372786576	"
5115110185W22191401094,"177021372778025	"
5115110185W22191401095,"179220396039063	"
5115110185W22191401096,"195713070144742	"
5115110185W22191401097,"181419419303263	"
5115110185W22191401098,"186916977458202	"
5115110185W22191401099,"null	"
5115110185W22191401100,"null	"
5115110185W22191401101,"null	"
5115110185W22191401102,"null	"
5115110185W22191401103,"null	"
5115110185W22191401104,"null	"
5115110185W22191401105,"null	"
5115110185W22191401106,"null	"
5115110185W22191401107,"null	"
5115110185W22191401108,"null	"
5115110185W22191401109,"184717954124980	"
5115110185W22191401110,"null	"
5115110185W22191401111,"null	"
5115110185W22191401112,"null	"
5115110185W22191401113,"null	"
5115110185W22191401114,"null	"
5115110185W22191401115,"null	"
5115110185W22191401116,"null	"
5115110185W22191401117,"null	"
5115110185W22191401118,"null	"
5115110185W22191401119,"null	"
5115110185W22191401120,"null	"
5115110185W22191401121,"196812581802684	"
5115110185W22191401122,"null	"
5115110185W22191401123,"null	"
5115110185W22191401124,"196812581755233	"
5115110185W22191401125,"null	"
5115110185W22191401126,"186916977440355	"
5115110185W22191401127,"188016489077049	"
5115110185W22191401128,"null	"
5115110185W22191401129,"null	"
5115110185W22191401130,"null	"
5115110185W22191401131,"null	"
5115110185W22191401132,"188016489076109	"
5115110185W22191401133,"null	"
5115110185W22191401134,"null	"
5115110185W22191401135,"null	"
5115110185W22191401136,"null	"
5115110185W22191401137,"null	"
5115110185W22191401138,"null	"
5115110185W22191401139,"null	"
5115110185W22191401140,"192414535542694	"
5115110185W22191401141,"null	"
5115110185W22191401142,"null	"
5115110185W22191401143,"null	"
5115110185W22191401144,"null	"
5115110185W22191401145,"null	"
5115110185W22191401146,"null	"
5115110185W22191401147,"null	"
5115110185W22191401148,"null	"
5115110185W22191401149,"null	"
5115110185W22191401150,"183618442524855	"
5115110185W22191401151,"null	"
5115110185W22191401152,"null	"
5115110185W22191401153,"null	"
5115110185W22191401154,"178120884387917	"
5115110185W22191401155,"195713070129627	"
5115110185W22191401156,"null	"
5115110185W22191401157,"null	"
5115110185W22191401158,"null	"
5115110185W22191401159,"192414535528420	"
5115110185W22191401160,"186916977394882	"
5115110185W22191401161,"null	"
5115110185W22191401162,"null	"
5115110185W22191401163,"null	"
5115110185W22191401164,"183618442562590	"
5115110185W22191401165,"177021372743561	"
5115110185W22191401166,"195713070097692	"
5115110185W22191401167,"192414535474686	"
5115110185W22191401168,"null	"
5115110185W22191401169,"null	"
5115110185W22191401170,"182518930850705	"
5115110185W22191401171,"null	"
5115110185W22191401172,"178120884354648	"
5115110185W22191401173,"178120884361042	"
5115110185W22191401174,"175921861147309	"
5115110185W22191401175,"188016489011066	"
5115110185W22191401176,"null	"
5115110185W22191401177,"182518930853773	"
5115110185W22191401178,"null	"
5115110185W22191401179,"null	"
5115110185W22191401180,"189116000581161	"
5115110185W22191401181,"178120884335792	"
5115110185W22191401182,"null	"
5115110185W22191401183,"null	"
5115110185W22191401184,"180319907671498	"
5115110185W22191401185,"null	"
5115110185W22191401186,"null	"
5115110185W22191401187,"184717954185033	"
5115110185W22191401188,"null	"
5115110185W22191401189,"null	"
5115110185W22191401190,"null	"
5115110185W22191401191,"179220395997542	"
5115110185W22191401192,"null	"
5115110185W22191401193,"null	"
5115110185W22191401194,"null	"
5115110185W22191401195,"null	"
5115110185W22191401196,"null	"
5115110185W22191401197,"null	"
5115110185W22191401198,"null	"
5115110185W22191401199,"null	"
5115110185W22191401200,"null	"
5115110185W22191401201,"null	"
5115110185W22191401202,"null	"
5115110185W22191401203,"null	"
5115110185W22191401204,"188016489031053	"
5115110185W22191401205,"null	"
5115110185W22191401206,"null	"
5115110185W22191401207,"181419419271897	"
5115110185W22191401208,"null	"
5115110185W22191401209,"null	"
5115110185W22191401210,"null	"
5115110185W22191401211,"null	"
5115110185W22191401212,"null	"
5115110185W22191401213,"null	"
5115110185W22191401215,"null	"
5115110185W22191401216,"null	"
5115110185W22191401217,"null	"
5115110185W22191401218,"null	"
5115110185W22191401219,"null	"
5115110185W22191401220,"null	"
5115110185W22191401221,"null	"
5115110185W22191401222,"197912093468773	"
5115110185W22191401223,"null	"
5115110185W22191401224,"null	"
5115110185W22191401225,"null	"
5115110185W22191401226,"null	"
5115110185W22191401227,"null	"
5115110185W22191401228,"null	"
5115110185W22191401229,"null	"
5115110185W22191401230,"null	"
5115110185W22191401231,"null	"
5115110185W22191401232,"null	"
5115110185W22191401233,"null	"
5115110185W22191401234,"null	"
5115110185W22191401235,"null	"
5115110185W22191401236,"null	"
5115110185W22191401237,"null	"
5115110185W22191401238,"null	"
5115110185W22191401239,"null	"
5115110185W22191401240,"null	"
5115110185W22191401241,"null	"
5115110185W22191401242,"null	"
5115110185W22191401243,"null	"
5115110185W22191401244,"null	"
5115110185W22191401245,"null	"
5115110185W22191401246,"null	"
5115110185W22191401247,"null	"
5115110185W22191401248,"null	"
5115110185W22191401249,"null	"
5115110185W22191401250,"null	"
5115110185W22191401251,"null	"
5115110185W22191401252,"null	"
5115110185W22191401253,"null	"
5115110185W22191401254,"null	"
5115110185W22191401255,"null	"
5115110185W22191401256,"null	"
5115110185W22191401257,"null	"
5115110185W22191401258,"null	"
5115110185W22191401259,"null	"
5115110185W22191401260,"null	"
5115110185W22191401261,"null	"
5115110185W22191401262,"null	"
5115110185W22191401263,"null	"
5115110185W22191401264,"null	"
5115110185W22191401265,"null	"
5115110185W22191401266,"null	"
5115110185W22191401267,"null	"
5115110185W22191401268,"null	"
5115110185W22191401269,"null	"
5115110185W22191401270,"null	"
5115110185W22191401271,"null	"
5115110185W22191401272,"null	"
5115110185W22191401273,"null	"
5115110185W22191401274,"null	"
5115110185W22191401275,"null	"
5115110185W22191401276,"null	"
5115110185W22191401277,"null	"
5115110185W22191401278,"null	"
5115110185W22191401279,"null	"
5115110185W22191401280,"null	"
5115110185W22191401281,"null	"
5115110185W22191401282,"null	"
5115110185W22191401283,"null	"
5115110185W22191401284,"null	"
5115110185W22191401285,"null	"
5115110185W22191401286,"null	"
5115110185W22191401287,"null	"
5115110185W22191401288,"null	"
5115110185W22191401289,"null	"
5115110185W22191401290,"null	"
5115110185W22191401291,"null	"
5115110185W22191401292,"null	"
5115110185W22191401293,"null	"
5115110185W22191401294,"null	"
5115110185W22191401295,"null	"
5115110185W22191401296,"null	"
5115110185W22191401297,"null	"
5115110185W22191401298,"null	"
5115110185W22191401299,"null	"
5115110185W22191401300,"null	"
5115110185W22191401301,"null	"
5115110185W22191401302,"null	"
5115110185W22191401303,"null	"
5115110185W22191401304,"null	"
5115110185W22191401305,"null	"
5115110185W22191401306,"null	"
5115110185W22191401307,"null	"
5115110185W22191401308,"null	"
5115110185W22191401309,"null	"
5115110185W22191401310,"null	"
5115110185W22191401311,"null	"
5115110185W22191401312,"null	"
5115110185W22191401313,"null	"
5115110185W22191401314,"null	"
5115110185W22191401315,"null	"
5115110185W22191401316,"null	"
5115110185W22191401318,"null	"
5115110185W22191401319,"null	"
5115110185W22191401320,"null	"
5115110185W22191401321,"null	"
5115110185W22191401322,"null	"
5115110185W22191401323,"null	"
5115110185W22191401324,"null	"
5115110185W22191401325,"null	"
5115110185W22191401326,"null	"
5115110185W22191401327,"null	"
5115110185W22191401328,"null	"
5115110185W22191401329,"null	"
5115110185W22191401330,"null	"
5115110185W22191401331,"null	"
5115110185W22191401332,"null	"
5115110185W22191401333,"null	"
5115110185W22191401334,"195713070111091	"
5115110185W22191401335,"null	"
5115110185W22191401336,"null	"
5115110185W22191401337,"null	"
5115110185W22191401338,"null	"
5115110185W22191401339,"null	"
5115110185W22191401340,"null	"
5115110185W22191401341,"null	"
5115110185W22191401342,"null	"
5115110185W22191401343,"null	"
5115110185W22191401344,"null	"
5115110185W22191401345,"null	"
5115110185W22191401346,"null	"
5115110185W22191401347,"null	"
5115110185W22191401348,"null	"
5115110185W22191401349,"195713070117725	"
5115110185W22191401350,"null	"
5115110185W22191401351,"178120884401017	"
5115110185W22191401352,"null	"
5115110185W22191401353,"null	"
5115110185W22191401354,"null	"
5115110185W22191401355,"null	"
5115110185W22191401356,"null	"
5115110185W22191401357,"null	"
5115110185W22191401358,"null	"
5115110185W22191401360,"null	"
5115110185W22191401361,"null	"
5115110185W22191401362,"186916977417445	"
5115110185W22191401363,"null	"
5115110185W22191401364,"null	"
5115110185W22191401365,"null	"
5115110185W22191401366,"null	"
5115110185W22191401367,"null	"
5115110185W22191401368,"null	"
5115110185W22191401369,"null	"
5115110185W22191401370,"null	"
5115110185W22191401371,"null	"
5115110185W22191401372,"null	"
5115110185W22191401373,"null	"
5115110185W22191401375,"null	"
5115110185W22191401376,"null	"
5115110185W22191401377,"null	"
5115110185W22191401378,"null	"
5115110185W22191401379,"null	"
5115110185W22191401380,"null	"
5115110185W22191401381,"null	"
5115110185W22191401382,"null	"
5115110185W22191401383,"null	"
5115110185W22191401384,"null	"
5115110185W22191401385,"null	"
5115110185W22191401386,"null	"
5115110185W22191401387,"null	"
5115110185W22191401388,"null	"
5115110185W22191401389,"null	"
5115110185W22191401390,"null	"
5115110185W22191401391,"null	"
5115110185W22191401392,"null	"
5115110185W22191401393,"null	"
5115110185W22191401394,"null	"
5115110185W22191401395,"null	"
5115110185W22191401396,"null	"
5115110185W22191401397,"null	"
5115110185W22191401398,"null	"
5115110185W22191401399,"null	"
5115110185W22191401400,"null	"
5115110185W22191401401,"null	"
5115110185W22191401402,"null	"
5115110185W22191401403,"null	"
5115110185W22191401404,"null	"
5115110185W22191401405,"null	"
5115110185W22191401406,"null	"
5115110185W22191401407,"181419419218754	"
5115110185W22191401408,"null	"
5115110185W22191401409,"null	"
5115110185W22191401410,"null	"
5115110185W22191401411,"null	"
5115110185W22191401412,"null	"
5115110185W22191401413,"null	"
5115110185W22191401414,"null	"
5115110185W22191401415,"null	"
5115110185W22191401416,"null	"
5115110185W22191401417,"184717954117548	"
5115110185W22191401418,"null	"
5115110185W22191401419,"null	"
5115110185W22191401420,"null	"
5115110185W22191401421,"181419419218918	"
5115110185W22191401422,"null	"
5115110185W22191401423,"189116000646600	"
5115110185W22191401424,"null	"
5115110185W22191401425,"182518930869875	"
5115110185W22191401426,"175921861099354	"
5115110185W22191401427,"null	"
5115110185W22191401428,"null	"
5115110185W22191401429,"null	"
5115110185W22191401430,"null	"
5115110185W22191401431,"null	"
5115110185W22191401432,"null	"
5115110185W22191401433,"188016489026883	"
5115110185W22191401434,"null	"
5115110185W22191401435,"null	"
5115110185W22191401436,"null	"
5115110185W22191401437,"null	"
5115110185W22191401438,"175921861081581	"
5115110185W22191401439,"null	"
5115110185W22191401440,"null	"
5115110185W22191401441,"null	"
5115110185W22191401442,"null	"
5115110185W22191401443,"null	"
5115110185W22191401444,"null	"
5115110185W22191401445,"null	"
5115110185W22191401446,"null	"
5115110185W22191401447,"null	"
5115110185W22191401448,"null	"
5115110185W22191401449,"null	"
5115110185W22191401450,"null	"
5115110185W22191401451,"182518930864670	"
5115110185W22191401452,"189116000579817	"
5115110185W22191401453,"null	"
5115110185W22191401454,"null	"
5115110185W22191401455,"190215512231128	"
5115110185W22191401456,"null	"
5115110185W22191401457,"196812581762372	"
5115110185W22191401458,"null	"
5115110185W22191401459,"182518930919086	"
5115110185W22191401460,"null	"
5115110185W22191401461,"null	"
5115110185W22191401462,"null	"
5115110185W22191401463,"182518930918295	"
5115110185W22191401464,"196812581735765	"
5115110185W22191401465,"194613558511082	"
5115110185W22191401466,"189116000664194	"
5115110185W22191401467,"null	"
5115110185W22191401468,"null	"
5115110185W22191401469,"null	"
5115110185W22191401470,"null	"
5115110185W22191401471,"null	"
5115110185W22191401472,"null	"
5115110185W22191401473,"null	"
5115110185W22191401474,"null	"
5115110185W22191401475,"null	"
5115110185W22191401476,"null	"
5115110185W22191401477,"183618442565414	"
5115110185W22191401478,"197912093395648	"
5115110185W22191401479,"181419419287160	"
5115110185W22191401480,"null	"
5115110185W22191401481,"null	"
5115110185W22191401482,"null	"
5115110185W22191401483,"null	"
5115110185W22191401484,"null	"
5115110185W22191401485,"null	"
5115110185W22191401486,"188016489077749	"
5115110185W22191401487,"null	"
5115110185W22191401488,"null	"
5115110185W22191401489,"null	"
5115110185W22191401490,"null	"
5115110185W22191401491,"181419419235670	"
5115110185W22191401492,"null	"
5115110185W22191401493,"177021372756080	"
5115110185W22191401494,"null	"
5115110185W22191401495,"175921861120561	"
5115110185W22191401496,"null	"
5115110185W22191401497,"179220395956029	"
5115110185W22191401498,"184717954124577	"
5115110185W22191401499,"197912093394971	"
5115110185W22191401500,"null	"
5115110185W22191401501,"178120884397884	"
5115110185W22191401502,"196812581789367	"
5115110185W22191401503,"null	"
5115110185W22191401504,"null	"
5115110185W22191401505,"192414535497842	"
5115110185W22191401506,"null	"
5115110185W22191401507,"null	"
5115110185W22191401508,"null	"
5115110185W22191401509,"null	"
5115110185W22191401510,"null	"
5115110185W22191401511,"null	"
5115110185W22191401512,"null	"
5115110185W22191401513,"null	"
5115110185W22191401514,"null	"
5115110185W22191401515,"null	"
5115110185W22191401516,"null	"
5115110185W22191401517,"null	"
5115110185W22191401518,"null	"
5115110185W22191401519,"193514046805777	"
5115110185W22191401520,"null	"
5115110185W22191401521,"null	"
5115110185W22191401522,"null	"
5115110185W22191401523,"null	"
5115110185W22191401524,"null	"
5115110185W22191401525,"null	"
5115110185W22191401526,"null	"
5115110185W22191401527,"null	"
5115110185W22191401528,"null	"
5115110185W22191401529,"null	"
5115110185W22191401530,"null	"
5115110185W22191401531,"null	"
5115110185W22191401532,"null	"
5115110185W22191401533,"null	"
5115110185W22191401534,"null	"
5115110185W22191401535,"null	"
5115110185W22191401536,"null	"
5115110185W22191401537,"null	"
5115110185W22191401538,"null	"
5115110185W22191401539,"null	"
5115110185W22191401540,"null	"
5115110185W22191401541,"185817465823490	"
5115110185W22191401542,"null	"
5115110185W22191401543,"null	"
5115110185W22191401544,"null	"
5115110185W22191401545,"179220395957575	"
5115110185W22191401546,"194613558436886	"
5115110185W22191401547,"null	"
5115110185W22191401548,"194613558501470	"
5115110185W22191401549,"null	"
5115110185W22191401550,"null	"
5115110185W22191401551,"null	"
5115110185W22191401552,"null	"
5115110185W22191401553,"null	"
5115110185W22191401554,"null	"
5115110185W22191401555,"null	"
5115110185W22191401556,"null	"
5115110185W22191401557,"null	"
5115110185W22191401558,"178120884338999	"
5115110185W22191401559,"null	"
5115110185W22191401560,"null	"
5115110185W22191401561,"null	"
5115110185W22191401562,"188016489063548	"
5115110185W22191401563,"null	"
5115110185W22191401564,"null	"
5115110185W22191401565,"null	"
5115110185W22191401566,"null	"
5115110185W22191401567,"186916977381816	"
5115110185W22191401568,"null	"
5115110185W22191401569,"null	"
5115110185W22191401570,"null	"
5115110185W22191401571,"null	"
5115110185W22191401572,"null	"
5115110185W22191401573,"null	"
5115110185W22191401574,"null	"
5115110185W22191401575,"null	"
5115110185W22191401576,"null	"
5115110185W22191401577,"null	"
5115110185W22191401578,"null	"
