Stamp,ID
5115110185W22191401579,"null	"
5115110185W22191401580,"null	"
5115110185W22191401581,"null	"
5115110185W22191401582,"null	"
5115110185W22191401583,"null	"
5115110185W22191401585,"null	"
5115110185W22191401586,"null	"
5115110185W22191401587,"null	"
5115110185W22191401588,"null	"
5115110185W22191401589,"null	"
5115110185W22191401590,"null	"
5115110185W22191401591,"null	"
5115110185W22191401592,"175921861158120	"
5115110185W22191401593,"null	"
5115110185W22191401594,"null	"
5115110185W22191401595,"null	"
5115110185W22191401596,"188016489044048	"
5115110185W22191401597,"null	"
5115110185W22191401598,"null	"
5115110185W22191401599,"null	"
5115110185W22191401600,"null	"
5115110185W22191401601,"null	"
5115110185W22191401602,"null	"
5115110185W22191401603,"null	"
5115110185W22191401604,"null	"
5115110185W22191401605,"null	"
5115110185W22191401606,"null	"
5115110185W22191401607,"null	"
5115110185W22191401608,"null	"
5115110185W22191401609,"null	"
5115110185W22191401610,"null	"
5115110185W22191401611,"null	"
5115110185W22191401612,"null	"
5115110185W22191401613,"null	"
5115110185W22191401614,"null	"
5115110185W22191401615,"null	"
5115110185W22191401616,"null	"
5115110185W22191401617,"null	"
5115110185W22191401618,"null	"
5115110185W22191401619,"null	"
5115110185W22191401620,"null	"
5115110185W22191401621,"null	"
5115110185W22191401622,"null	"
5115110185W22191401623,"null	"
5115110185W22191401624,"null	"
5115110185W22191401625,"null	"
5115110185W22191401626,"null	"
5115110185W22191401627,"null	"
5115110185W22191401628,"null	"
5115110185W22191401629,"null	"
5115110185W22191401630,"null	"
5115110185W22191401631,"null	"
5115110185W22191401632,"null	"
5115110185W22191401633,"null	"
5115110185W22191401634,"null	"
5115110185W22191401635,"null	"
5115110185W22191401636,"null	"
5115110185W22191401637,"null	"
5115110185W22191401638,"null	"
5115110185W22191401639,"null	"
5115110185W22191401640,"null	"
5115110185W22191401641,"null	"
5115110185W22191401642,"null	"
5115110185W22191401643,"null	"
5115110185W22191401644,"null	"
5115110185W22191401645,"null	"
5115110185W22191401646,"null	"
5115110185W22191401647,"null	"
5115110185W22191401648,"null	"
5115110185W22191401649,"null	"
5115110185W22191401650,"null	"
5115110185W22191401651,"null	"
5115110185W22191401652,"null	"
5115110185W22191401653,"null	"
5115110185W22191401654,"null	"
5115110185W22191401655,"null	"
5115110185W22191401656,"null	"
5115110185W22191401657,"null	"
5115110185W22191401658,"null	"
5115110185W22191401659,"null	"
5115110185W22191401660,"null	"
5115110185W22191401661,"null	"
5115110185W22191401662,"null	"
5115110185W22191401663,"null	"
5115110185W22191401664,"null	"
5115110185W22191401665,"null	"
5115110185W22191401666,"null	"
5115110185W22191401667,"null	"
5115110185W22191401668,"null	"
5115110185W22191401669,"null	"
5115110185W22191401670,"null	"
5115110185W22191401671,"null	"
5115110185W22191401672,"null	"
5115110185W22191401673,"null	"
5115110185W22191401674,"null	"
5115110185W22191401675,"null	"
5115110185W22191401676,"null	"
5115110185W22191401677,"null	"
5115110185W22191401678,"null	"
5115110185W22191401679,"null	"
5115110185W22191401680,"null	"
5115110185W22191401681,"null	"
5115110185W22191401682,"null	"
5115110185W22191401683,"null	"
5115110185W22191401684,"null	"
5115110185W22191401685,"null	"
5115110185W22191401686,"null	"
5115110185W22191401687,"null	"
5115110185W22191401688,"null	"
5115110185W22191401689,"null	"
5115110185W22191401690,"null	"
5115110185W22191401691,"null	"
5115110185W22191401692,"null	"
5115110185W22191401693,"null	"
5115110185W22191401694,"null	"
5115110185W22191401695,"null	"
5115110185W22191401696,"null	"
5115110185W22191401697,"null	"
5115110185W22191401698,"null	"
5115110185W22191401699,"null	"
5115110185W22191401700,"null	"
5115110185W22191401701,"null	"
5115110185W22191401702,"186916977452802	"
5115110185W22191401703,"null	"
5115110185W22191401704,"null	"
5115110185W22191401705,"177021372751521	"
5115110185W22191401706,"null	"
5115110185W22191401707,"null	"
5115110185W22191401708,"177021372760898	"
5115110185W22191401709,"null	"
5115110185W22191401710,"null	"
5115110185W22191401711,"null	"
5115110185W22191401712,"null	"
5115110185W22191401713,"null	"
5115110185W22191401714,"null	"
5115110185W22191401715,"null	"
5115110185W22191401716,"null	"
5115110185W22191401717,"null	"
5115110185W22191401718,"null	"
5115110185W22191401719,"null	"
5115110185W22191401720,"null	"
5115110185W22191401721,"null	"
5115110185W22191401722,"null	"
5115110185W22191401723,"190215512211159	"
5115110185W22191401724,"180319907668557	"
5115110185W22191401725,"null	"
5115110185W22191401726,"null	"
5115110185W22191401727,"null	"
5115110185W22191401728,"null	"
5115110185W22191401729,"177021372769289	"
5115110185W22191401730,"178120884406280	"
5115110185W22191401731,"194613558504600	"
5115110185W22191401732,"null	"
5115110185W22191401733,"null	"
5115110185W22191401734,"null	"
5115110185W22191401735,"null	"
5115110185W22191401736,"null	"
5115110185W22191401737,"null	"
5115110185W22191401738,"null	"
5115110185W22191401739,"null	"
5115110185W22191401740,"184717954144545	"
5115110185W22191401741,"183618442559942	"
5115110185W22191401742,"null	"
5115110185W22191401743,"184717954159584	"
5115110185W22191401744,"null	"
5115110185W22191401745,"null	"
5115110185W22191401746,"180319907647570	"
5115110185W22191401747,"175921861147607	"
5115110185W22191401748,"null	"
5115110185W22191401749,"196812581820836	"
5115110185W22191401750,"177021372722540	"
5115110185W22191401751,"182518930851299	"
5115110185W22191401752,"196812581790011	"
5115110185W22191401753,"null	"
5115110185W22191401754,"null	"
5115110185W22191401755,"195713070142374	"
5115110185W22191401756,"null	"
5115110185W22191401757,"189116000606007	"
5115110185W22191401758,"null	"
5115110185W22191401759,"null	"
5115110185W22191401760,"193514046838962	"
5115110185W22191401761,"null	"
5115110185W22191401762,"190215512250268	"
5115110185W22191401763,"null	"
5115110185W22191401764,"182518930879614	"
5115110185W22191401765,"null	"
5115110185W22191401766,"180319907588672	"
5115110185W22191401767,"178120884350034	"
5115110185W22191401768,"182518930908452	"
5115110185W22191401769,"194613558517566	"
5115110185W22191401770,"null	"
5115110185W22191401771,"null	"
5115110185W22191401772,"null	"
5115110185W22191401773,"188016489106841	"
5115110185W22191401774,"null	"
5115110185W22191401775,"180319907586356	"
5115110185W22191401776,"null	"
5115110185W22191401777,"null	"
5115110185W22191401778,"null	"
5115110185W22191401779,"null	"
5115110185W22191401780,"null	"
5115110185W22191401781,"189116000578131	"
5115110185W22191401782,"186916977459363	"
5115110185W22191401783,"null	"
5115110185W22191401784,"188016489086243	"
5115110185W22191401785,"null	"
5115110185W22191401786,"177021372752646	"
5115110185W22191401787,"null	"
5115110185W22191401788,"null	"
5115110185W22191401789,"null	"
5115110185W22191401790,"null	"
5115110185W22191401791,"null	"
5115110185W22191401792,"null	"
5115110185W22191401793,"null	"
5115110185W22191401794,"186916977371097	"
5115110185W22191401795,"null	"
5115110185W22191401796,"null	"
5115110185W22191401797,"190215512207405	"
5115110185W22191401798,"null	"
5115110185W22191401799,"null	"
5115110185W22191401800,"null	"
5115110185W22191401801,"null	"
5115110185W22191401802,"188016489055647	"
5115110185W22191401803,"190215512286868	"
5115110185W22191401804,"null	"
5115110185W22191401805,"null	"
5115110185W22191401806,"null	"
5115110185W22191401807,"175921861119689	"
5115110185W22191401808,"null	"
5115110185W22191401809,"null	"
5115110185W22191401810,"null	"
5115110185W22191401811,"null	"
5115110185W22191401812,"null	"
5115110185W22191401813,"null	"
5115110185W22191401814,"null	"
5115110185W22191401815,"null	"
5115110185W22191401816,"null	"
5115110185W22191401817,"null	"
5115110185W22191401818,"null	"
5115110185W22191401819,"null	"
5115110185W22191401820,"null	"
5115110185W22191401374,"null	"
5115110185W22191401359,"null	"
5115110185W22191401214,"null	"
5115110185W22191400082,"null	"
5115110185W22191400299,"null	"
5115110185W22191400957,"null	"
5115110185W22191401317,"null	"
5115110185W22191401584,"null	"
